id,response
STDT 4071," An Astronauts weight would be different in space because there is no Gravity. So you will be flying around. On Earth we have gravity, down on the ground you carry weight, and if you have your regular weight  will bring you down and that's why astronaut's weight is different on the moon then the it is on earth. "
STDT 4074, The reason why in astronauts wait is different on the is becucse because on earth there's gravity to pull mass down  there weightless because of gravity 
STDT 4075," An astronaut's weight in space is measured by mass, or the amount of matter in the body. His weight on earth is measured by his body's mass and the Earth's gravitational pull. "
STDT 4077, Because the moon has less mass than earth and has less gravity. The astronaut weights less on the moon than on earth. 
STDT 4081," An Astronaut's weight is different on the moon than it is on Earth because there is less gravity, so the astronaut is lighter on the moon and heavier on Earth because there is more gravity on Earth. "
STDT 4082," On earth, let's say an astronaut weighs 175 lbs.  On the moon, he or she would weigh 29 lbs. The reason for this is because the moon does not have the same amount of gravity as the earth and the more the gravity the more the weight.  "
STDT 4131, Because the gravity is different on the moon 
STDT 4133, Your weight increases in a place with more gravity and decreases in a place with less gravity. Since the moon has less gravity than the earth you would weigh less on the moon. 
STDT 4137," the moon is smaller than earth, so its gravitational pull is weaker"
STDT 4148, an astronauts weight is diffrent because there is alot less gravity on the moon than there is earth so the astronaut would weight less 
STDT 4150, An astronaut's will weigh less on the moon because the gravity is loose.
STDT 4151," The astronaut would weigh less on the moon, since there is less gravity on the moon compared to the earth. "
STDT 4152,"  The text states ""the weight of the astronaut increases in different locations with more gravity and decreases in a place with less. So the astronaut will weigh less on the moon than on Earth, but their mass is the same. "
STDT 4154," An astronaut's weight is different on the Moon because the mass on the Moon is less than the mass on Earth, therefore an object's weight on Earth is more than its weight on the Moon. "
STDT 4158, The moon has a smaller pull then earth. 
STDT 4159, weight depends on both mass and gravity. the weight and gravity in space are different from how they are on earth
STDT 4168," because there is no gravity on the moon, so it doesn't matter what the astronaut weighs they will still float like a feather.  "
STDT 4173, The moon has low gravity to no gravity witch would leave you floating around every  where . But when you come back to earth where we have a lot of mass and gravity you want float on more .
STDT 4174,the moon gravity is less then earth  so an astronaut weight less on the moon than on earth
STDT 4201,"An astronaut's weight on the moon is much lighter than on earth because the moon has much less mass, therefore having less gravity. And because weight is the combination of mass and gravity, the astronaut will weigh less with the weaker gravity."
